"ActionKey","Feature","Kind","Context","AdminGrantable","Status","Gate","Risk","DatabaseRisk","Requires","Screens","Guard"
"assets.loan.return","FX-37","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX37-S03","Personal lending log; no data access to borrower, no workspace; Own inventory; lifecycle history; không team assignment/ownership transfer"
"assets.asset.share","FX-37","COMPOSITE","SELF","true","Blocked","Blocked Q-03","Disclosure","Sensitive","sharing.link.read","FX37-S03","Source eligible, SharingEnabled, projection chính xác; kết hợp sharing.link.*; không history/reason/secret; Own inventory; lifecycle history; không team assignment/ownership transfer"
"digital.asset.read","FX-38","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX38-S01;FX38-S03","Metadata tracking only; không infrastructure control plane/payment renewal; Metadata tracking only; không infrastructure control plane/payment renewal"
"digital.asset.create","FX-38","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX38-S02","Metadata tracking only; không infrastructure control plane/payment renewal; Metadata tracking only; không infrastructure control plane/payment renewal"
"digital.asset.update","FX-38","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","digital.asset.read","FX38-S02","Metadata tracking only; không infrastructure control plane/payment renewal; Metadata tracking only; không infrastructure control plane/payment renewal"
"digital.asset.cancel","FX-38","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX38-S03","Không hủy service bên ngoài; Metadata tracking only; không infrastructure control plane/payment renewal"
"digital.asset.archive","FX-38","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX38-S01","Metadata tracking only; không infrastructure control plane/payment renewal; ngoài Trash, chưa Archived; Metadata tracking only; không infrastructure control plane/payment renewal"
"digital.asset.unarchive","FX-38","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX38-S01","Metadata tracking only; không infrastructure control plane/payment renewal; Archived, khôi phục previous state; Metadata tracking only; không infrastructure control plane/payment renewal"
"digital.asset.trash","FX-38","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX38-S01","Metadata tracking only; không infrastructure control plane/payment renewal; preview aggregate, không purge; Metadata tracking only; không infrastructure control plane/payment renewal"
"digital.asset.restore","FX-38","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX38-S01","Metadata tracking only; không infrastructure control plane/payment renewal; đúng deletion cohort, parent hợp lệ; Metadata tracking only; không infrastructure control plane/payment renewal"
"digital.asset.purge","FX-38","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Destructive","Administrative","","FX38-S01","Metadata tracking only; không infrastructure control plane/payment renewal; chỉ Trash, preview pins/dependencies, xác nhận không thể hoàn tác; Metadata tracking only; không infrastructure control plane/payment renewal"
"digital.asset.history","FX-38","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Sensitive","Sensitive","","FX38-S04","Owner-only history, cùng owner/module; không share/support; Metadata tracking only; không infrastructure control plane/payment renewal"
"digital.renewal.record","FX-38","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX38-S04","Explicit new expiry/cost metadata; no charge or provider write; Metadata tracking only; không infrastructure control plane/payment renewal"
"digital.credential.reference","FX-38","COMMAND","SELF","true","Blocked","Blocked Q-04 for Vault resolution","Sensitive","Sensitive","","FX38-S02","Same owner + purpose validation; không reveal từ Digital Assets; Metadata tracking only; không infrastructure control plane/payment renewal"
"digital.observation.inspect","FX-38","COMMAND","SELF","true","Blocked","Blocked Q-07","Network","Administrative","","FX38-S03","Approved public-only adapter + Q-07 outbound policy; Metadata tracking only; không infrastructure control plane/payment renewal"
"digital.certificate.parse","FX-38","LOCAL","SELF","false","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX38-S02","No private key input; local-only bounded parser; Metadata tracking only; không infrastructure control plane/payment renewal"
"digital.asset.set_reminder","FX-38","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX38-S03","Current source expiry/version; no auto-renew; Metadata tracking only; không infrastructure control plane/payment renewal"
"digital.asset.share","FX-38","COMPOSITE","SELF","true","Blocked","Blocked Q-03","Disclosure","Sensitive","sharing.link.read","FX38-S03","Source eligible, SharingEnabled, projection chính xác; kết hợp sharing.link.*; không history/reason/secret; Metadata tracking only; không infrastructure control plane/payment renewal"
"career.job.read","FX-39","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX39-S01","Own job applications; sensitive salary/contact; no recruiter collaboration; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.job.create","FX-39","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX39-S02","Own job applications; sensitive salary/contact; no recruiter collaboration; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.job.update","FX-39","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","career.job.read","FX39-S02","Own job applications; sensitive salary/contact; no recruiter collaboration; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.job.transition","FX-39","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX39-S01","FX-39 graph/history; không dùng Project terminal lock; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.job.trash","FX-39","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX39-S01","Own job applications; sensitive salary/contact; no recruiter collaboration; preview aggregate, không purge; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.job.restore","FX-39","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX39-S01","Own job applications; sensitive salary/contact; no recruiter collaboration; đúng deletion cohort, parent hợp lệ; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.job.purge","FX-39","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Destructive","Administrative","","FX39-S01","Own job applications; sensitive salary/contact; no recruiter collaboration; chỉ Trash, preview pins/dependencies, xác nhận không thể hoàn tác; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.job.history","FX-39","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Sensitive","Sensitive","","FX39-S07","Owner-only history, cùng owner/module; không share/support; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.company.read","FX-39","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX39-S03","Own job applications; sensitive salary/contact; no recruiter collaboration; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.company.create","FX-39","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX39-S03","Own job applications; sensitive salary/contact; no recruiter collaboration; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.company.update","FX-39","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","career.company.read","FX39-S03","Own job applications; sensitive salary/contact; no recruiter collaboration; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.company.merge","FX-39","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX39-S03","Explicit references preview; no external CRM sync; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.interview.read","FX-39","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX39-S04","Own job applications; sensitive salary/contact; no recruiter collaboration; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.interview.create","FX-39","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX39-S04","Own job applications; sensitive salary/contact; no recruiter collaboration; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.interview.update","FX-39","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","career.interview.read","FX39-S04","Own job applications; sensitive salary/contact; no recruiter collaboration; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.interview.complete","FX-39","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX39-S04","Explicit lifecycle; no Calendar mutation; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.interview.cancel","FX-39","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX39-S04","Explicit lifecycle; no Calendar mutation; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.interview.link_calendar","FX-39","COMPOSITE","SELF","true","Blocked","Blocked Q-12","Normal","Normal","","FX39-S04","Must settle source ownership/sync policy first; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.resume.read","FX-39","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX39-S05","Own job applications; sensitive salary/contact; no recruiter collaboration; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.resume.create","FX-39","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX39-S05","Own job applications; sensitive salary/contact; no recruiter collaboration; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.resume.update","FX-39","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","career.resume.read","FX39-S05","Own job applications; sensitive salary/contact; no recruiter collaboration; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.resume.upload_version","FX-39","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX39-S05","Clean file or immutable DocumentVersion; pinned version, source enabled/read; no latest pointer drift; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.resume.select_document","FX-39","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX39-S05","Clean file or immutable DocumentVersion; pinned version, source enabled/read; no latest pointer drift; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.resume.download","FX-39","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Disclosure","Sensitive","","FX39-S06","Read current owner/version/file-scan authorization, no silent conversion; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.resume.archive","FX-39","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX39-S05","Own job applications; sensitive salary/contact; no recruiter collaboration; ngoài Trash, chưa Archived; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.resume.unarchive","FX-39","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX39-S05","Own job applications; sensitive salary/contact; no recruiter collaboration; Archived, khôi phục previous state; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.resume.trash","FX-39","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX39-S05","Own job applications; sensitive salary/contact; no recruiter collaboration; preview aggregate, không purge; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.resume.restore","FX-39","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX39-S05","Own job applications; sensitive salary/contact; no recruiter collaboration; đúng deletion cohort, parent hợp lệ; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.resume.purge","FX-39","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Destructive","Administrative","","FX39-S05","Own job applications; sensitive salary/contact; no recruiter collaboration; chỉ Trash, preview pins/dependencies, xác nhận không thể hoàn tác; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.resume.history","FX-39","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Sensitive","Sensitive","","FX39-S07","Owner-only history, cùng owner/module; không share/support; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.resume.share","FX-39","COMPOSITE","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Disclosure","Sensitive","sharing.link.read","FX39-S06","Source eligible, SharingEnabled, projection chính xác; kết hợp sharing.link.*; không history/reason/secret; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.application.attach_resume","FX-39","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX39-S02","Same owner, immutable pin preserved across later edits/deletion; files/download needs source permissions; Own job applications; sensitive salary/contact; no recruiter collaboration"
"career.resume.convert","FX-39","COMMAND","SELF","true","Blocked","Blocked Q-11","Disclosure","Sensitive","","FX39-S06","Output fidelity/formats approval needed; not same as original file download; Own job applications; sensitive salary/contact; no recruiter collaboration"
"learning.skill.read","FX-40","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX40-S02","Personal tracking; no LMS enrollment/payroll/provider write; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.skill.create","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX40-S02","Personal tracking; no LMS enrollment/payroll/provider write; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.skill.update","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","learning.skill.read","FX40-S02","Personal tracking; no LMS enrollment/payroll/provider write; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.skill.proficiency","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX40-S02","Owner evidence/source access; no auto certification claim; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.skill.evidence","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX40-S02","Owner evidence/source access; no auto certification claim; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.skill.merge","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX40-S02","Owner evidence/source access; no auto certification claim; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.skill.archive","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX40-S02","Personal tracking; no LMS enrollment/payroll/provider write; ngoài Trash, chưa Archived; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.skill.unarchive","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX40-S02","Personal tracking; no LMS enrollment/payroll/provider write; Archived, khôi phục previous state; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.skill.trash","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX40-S02","Personal tracking; no LMS enrollment/payroll/provider write; preview aggregate, không purge; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.skill.restore","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX40-S02","Personal tracking; no LMS enrollment/payroll/provider write; đúng deletion cohort, parent hợp lệ; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.skill.purge","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Destructive","Administrative","","FX40-S02","Personal tracking; no LMS enrollment/payroll/provider write; chỉ Trash, preview pins/dependencies, xác nhận không thể hoàn tác; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.course.read","FX-40","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX40-S03","Personal tracking; no LMS enrollment/payroll/provider write; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.course.create","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX40-S03","Personal tracking; no LMS enrollment/payroll/provider write; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.course.update","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","learning.course.read","FX40-S03","Personal tracking; no LMS enrollment/payroll/provider write; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.course.progress","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX40-S03","FX-40 progress/explicit state; no auto award credential; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.course.milestone","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX40-S03","FX-40 progress/explicit state; no auto award credential; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.course.complete","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX40-S03","FX-40 progress/explicit state; no auto award credential; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.course.abandon","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX40-S03","FX-40 progress/explicit state; no auto award credential; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.course.archive","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX40-S03","Personal tracking; no LMS enrollment/payroll/provider write; ngoài Trash, chưa Archived; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.course.unarchive","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX40-S03","Personal tracking; no LMS enrollment/payroll/provider write; Archived, khôi phục previous state; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.course.trash","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX40-S03","Personal tracking; no LMS enrollment/payroll/provider write; preview aggregate, không purge; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.course.restore","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX40-S03","Personal tracking; no LMS enrollment/payroll/provider write; đúng deletion cohort, parent hợp lệ; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.course.purge","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Destructive","Administrative","","FX40-S03","Personal tracking; no LMS enrollment/payroll/provider write; chỉ Trash, preview pins/dependencies, xác nhận không thể hoàn tác; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.certification.read","FX-40","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX40-S04","Personal tracking; no LMS enrollment/payroll/provider write; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.certification.create","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX40-S04","Personal tracking; no LMS enrollment/payroll/provider write; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.certification.update","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","learning.certification.read","FX40-S04","Personal tracking; no LMS enrollment/payroll/provider write; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.certification.renew","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX40-S04","Own certification/version; Clean evidence; no provider-issued credential; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.certification.evidence","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX40-S04","Own certification/version; Clean evidence; no provider-issued credential; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.certification.set_reminder","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX40-S04","Own certification/version; Clean evidence; no provider-issued credential; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.certification.share","FX-40","COMPOSITE","SELF","true","Blocked","Blocked Q-03","Disclosure","Sensitive","sharing.link.read","FX40-S04","Source eligible, SharingEnabled, projection chính xác; kết hợp sharing.link.*; không history/reason/secret; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.plan.read","FX-40","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX40-S05","Personal tracking; no LMS enrollment/payroll/provider write; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.plan.create","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX40-S05","Personal tracking; no LMS enrollment/payroll/provider write; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.plan.update","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","learning.plan.read","FX40-S05","Personal tracking; no LMS enrollment/payroll/provider write; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.plan.link","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX40-S05","Own source refs/read; no source status mutation; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.plan.unlink","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX40-S05","Own source refs/read; no source status mutation; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.plan.reorder","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX40-S05","Own source refs/read; no source status mutation; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.plan.complete","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX40-S05","Own source refs/read; no source status mutation; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.plan.archive","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX40-S05","Personal tracking; no LMS enrollment/payroll/provider write; ngoài Trash, chưa Archived; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.plan.unarchive","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX40-S05","Personal tracking; no LMS enrollment/payroll/provider write; Archived, khôi phục previous state; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.plan.trash","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX40-S05","Personal tracking; no LMS enrollment/payroll/provider write; preview aggregate, không purge; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.plan.restore","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX40-S05","Personal tracking; no LMS enrollment/payroll/provider write; đúng deletion cohort, parent hợp lệ; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.plan.purge","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Destructive","Administrative","","FX40-S05","Personal tracking; no LMS enrollment/payroll/provider write; chỉ Trash, preview pins/dependencies, xác nhận không thể hoàn tác; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.worklog.read","FX-40","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX40-S06","Personal tracking; no LMS enrollment/payroll/provider write; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.worklog.create","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX40-S06","Personal tracking; no LMS enrollment/payroll/provider write; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.worklog.update","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","learning.worklog.read","FX40-S06","Personal tracking; no LMS enrollment/payroll/provider write; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.worklog.link_time","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX40-S06","Source time.entry.read, no double creation/payroll; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.worklog.archive","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX40-S06","Personal tracking; no LMS enrollment/payroll/provider write; ngoài Trash, chưa Archived; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.worklog.unarchive","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX40-S06","Personal tracking; no LMS enrollment/payroll/provider write; Archived, khôi phục previous state; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.worklog.trash","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX40-S06","Personal tracking; no LMS enrollment/payroll/provider write; preview aggregate, không purge; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.worklog.restore","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX40-S06","Personal tracking; no LMS enrollment/payroll/provider write; đúng deletion cohort, parent hợp lệ; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.worklog.purge","FX-40","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Destructive","Administrative","","FX40-S06","Personal tracking; no LMS enrollment/payroll/provider write; chỉ Trash, preview pins/dependencies, xác nhận không thể hoàn tác; Personal tracking; no LMS enrollment/payroll/provider write"
"learning.report.read","FX-40","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX40-S01","Personal tracking; no LMS enrollment/payroll/provider write; Personal tracking; no LMS enrollment/payroll/provider write"
"files.support.read","FX-07","QUERY","SUPPORT","true","Resolved delegated","Resolved delegated: diagnostic projection only; private body excluded unless source scope explicitly permits","Sensitive","Sensitive","","FX05-S03;FX05-S05","Qualified Admin + support.session.open + current one-module consent OR authorized SuperAdmin Emergency; target enabled; approved redacted projection only; no owner history/export/reveal/linked-module expansion; Own FileObject; Clean trước attach/preview/download; pins/current history được bảo vệ"
"projects.support.read","FX-11","QUERY","SUPPORT","true","Resolved delegated","Resolved delegated: diagnostic projection only; private body excluded unless source scope explicitly permits","Sensitive","Sensitive","","FX05-S03;FX05-S05","Qualified Admin + support.session.open + current one-module consent OR authorized SuperAdmin Emergency; target enabled; approved redacted projection only; no owner history/export/reveal/linked-module expansion; Cùng owner; Project terminal Completed/Skipped không mở lại; mọi Task bên trong chỉ-đọc"
"tasks.support.read","FX-12","QUERY","SUPPORT","true","Resolved delegated","Resolved delegated: diagnostic projection only; private body excluded unless source scope explicitly permits","Sensitive","Sensitive","","FX05-S03;FX05-S05","Qualified Admin + support.session.open + current one-module consent OR authorized SuperAdmin Emergency; target enabled; approved redacted projection only; no owner history/export/reveal/linked-module expansion; Cùng owner; ProjectId bất biến; Project terminal cho xem chỉ-đọc, không tiếp tục Task; mutation cần parent active trừ Trash purge theo provider/cohort riêng"
